age_,gender,workclass,education,marital-status,occupation,race,weekly houers,place,income
33, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
26, Male, Private, HS-grad, Married-civ-spouse, Other-service, White,40, United-States,0
33, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
46, Male, Local-gov, 11th, Married-civ-spouse, Transport-moving, White,30, United-States,0
59, Male, ?, Bachelors, Married-civ-spouse, ?, White,40, United-States,1
38, Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,1
65, Male, Private, 11th, Widowed, Other-service, Other,40, United-States,0
40, Male, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, United-States,1
42, Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,35, United-States,0
26, Male, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White,40, Portugal,0
36, Female, Private, 10th, Married-civ-spouse, Other-service, White,24, United-States,0
62, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
43, Male, Private, Bachelors, Married-civ-spouse, Transport-moving, White,45, United-States,0
43, Male, Private, Bachelors, Divorced, Exec-managerial, White,45, United-States,1
22, Male, Private, HS-grad, Married-spouse-absent, Sales, White,55, United-States,0
28, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
56, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,45, United-States,0
22, Female, Private, Assoc-acdm, Never-married, Sales, White,15, United-States,0
57, Female, Private, Bachelors, Divorced, Exec-managerial, White,45, United-States,1
39, Female, Private, HS-grad, Divorced, Sales, White,40, United-States,0
26, Female, Federal-gov, Some-college, Never-married, Adm-clerical, White,15, United-States,0
17, Male, Private, 11th, Never-married, Other-service, White,10, United-States,0
40, Male, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White,38, United-States,1
45, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,40, United-States,0
44, Male, Private, HS-grad, Never-married, Craft-repair, Black,40, United-States,0
20, Female, Local-gov, Some-college, Never-married, Adm-clerical, White,10, United-States,0
33, Female, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
23, Male, Private, Some-college, Never-married, Sales, White,40, United-States,0
46, Male, Self-emp-not-inc, Masters, Divorced, Exec-managerial, White,30, United-States,0
38, Male, Private, HS-grad, Married-civ-spouse, Sales, White,50, United-States,0
54, Male, Private, HS-grad, Divorced, Transport-moving, White,40, United-States,0
46, Female, Private, 5th-6th, Divorced, Craft-repair, White,45, United-States,0
25, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, United-States,0
46, Female, Private, Some-college, Divorced, Sales, White,40, United-States,0
36, Female, Local-gov, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,0
23, Female, Private, HS-grad, Never-married, Other-service, White,25, United-States,0
29, Male, Private, HS-grad, Separated, Machine-op-inspct, White,40, United-States,0
44, Female, Private, Some-college, Married-civ-spouse, Adm-clerical, White,6, United-States,1
19, Female, Private, Some-college, Never-married, Adm-clerical, White,16, United-States,0
19, Female, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
35, Female, Private, HS-grad, Married-civ-spouse, Other-service, White,40, United-States,1
27, Male, Private, Bachelors, Never-married, Craft-repair, White,50, United-States,0
46, Male, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, White,40, United-States,0
34, Male, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,45, ?,1
34, Female, Private, HS-grad, Never-married, Other-service, White,35, United-States,0
44, Male, Private, Some-college, Married-civ-spouse, Tech-support, White,40, United-States,0
45, Female, Private, Some-college, Divorced, Handlers-cleaners, White,40, United-States,0
20, Female, ?, HS-grad, Never-married, ?, White,35, United-States,0
25, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,55, United-States,1
52, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
20, Male, Private, Some-college, Never-married, Handlers-cleaners, White,40, United-States,0
28, Female, Private, Some-college, Never-married, Other-service, White,40, United-States,0
50, Male, State-gov, Bachelors, Married-civ-spouse, Protective-serv, White,40, United-States,1
34, Female, Private, Assoc-voc, Divorced, Tech-support, White,64, United-States,0
28, Male, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other,40, Puerto-Rico,0
41, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,65, United-States,1
28, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
46, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,25, United-States,0
28, Female, ?, Some-college, Married-civ-spouse, ?, White,40, United-States,1
32, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,50, United-States,0
41, Female, Local-gov, Some-college, Divorced, Other-service, Black,24, United-States,0
24, Female, Private, HS-grad, Never-married, Handlers-cleaners, Black,40, United-States,0
33, Female, Private, Some-college, Divorced, Exec-managerial, White,40, United-States,0
46, Male, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,60, United-States,1
31, Male, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
35, Male, Private, 12th, Divorced, Craft-repair, White,50, United-States,1
52, Male, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, White,40, Mexico,0
30, Female, Private, 11th, Never-married, Other-service, White,19, United-States,0
34, Male, Local-gov, 11th, Separated, Machine-op-inspct, Black,40, United-States,0
34, Female, State-gov, HS-grad, Divorced, Transport-moving, White,40, United-States,0
20, Male, Private, Some-college, Married-civ-spouse, Sales, White,30, United-States,0
17, Male, Private, 11th, Never-married, Handlers-cleaners, White,18, United-States,0
32, Female, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
29, Male, Private, HS-grad, Divorced, Farming-fishing, White,40, United-States,0
33, Female, Private, 10th, Never-married, Craft-repair, White,35, United-States,0
25, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, United-States,0
36, Male, Federal-gov, Masters, Never-married, Prof-specialty, White,40, United-States,0
23, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,72, Dominican-Republic,0
63, Male, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,1
47, Male, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,0
80, Male, ?, HS-grad, Widowed, ?, White,24, United-States,0
17, Male, ?, 11th, Never-married, ?, White,40, United-States,0
40, Female, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, White,40, United-States,0
30, Female, Private, Assoc-acdm, Married-civ-spouse, Other-service, White,25, United-States,1
27, Male, Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander,40, Philippines,0
33, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, United-States,1
34, Male, Local-gov, HS-grad, Never-married, Farming-fishing, Black,60, United-States,0
34, Female, Local-gov, Some-college, Never-married, Protective-serv, White,40, United-States,0
23, Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,0
42, Female, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,0
29, Male, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
45, Female, Private, HS-grad, Divorced, Adm-clerical, White,28, United-States,0
24, Male, Federal-gov, HS-grad, Never-married, Armed-Forces, White,40, United-States,0
44, Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, United-States,1
27, Male, Private, 9th, Never-married, Craft-repair, White,40, Mexico,0
20, Male, Private, Some-college, Never-married, Sales, White,35, United-States,0
44, Female, Private, HS-grad, Widowed, Exec-managerial, Black,40, United-States,0
51, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo,40, United-States,0
20, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
17, Female, ?, 11th, Never-married, ?, White,5, United-States,0
19, Female, Private, HS-grad, Never-married, Machine-op-inspct, Black,40, United-States,0
45, Male, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White,55, United-States,1
60, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
42, Male, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Black,40, ?,1
44, Female, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,40, United-States,1
40, Male, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander,40, United-States,1
30, Female, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,0
38, Male, Private, Some-college, Married-civ-spouse, Transport-moving, Black,50, United-States,0
23, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, United-States,0
32, Male, ?, Some-college, Married-civ-spouse, ?, White,40, United-States,0
44, Male, Private, Assoc-acdm, Never-married, Farming-fishing, White,40, United-States,0
54, Male, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black,40, United-States,0
32, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, United-States,0
50, Male, Private, 1st-4th, Married-spouse-absent, Craft-repair, White,40, United-States,0
24, Female, Private, Bachelors, Never-married, Tech-support, White,20, United-States,0
37, Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,60, United-States,0
52, Male, Private, HS-grad, Divorced, Transport-moving, White,40, United-States,0
38, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,0
49, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, United-States,1
30, Female, Private, Bachelors, Married-civ-spouse, Tech-support, White,16, United-States,1
60, Male, Private, Some-college, Never-married, Prof-specialty, White,40, United-States,1
22, Male, ?, Some-college, Never-married, ?, White,40, United-States,0
35, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
30, Male, Private, HS-grad, Never-married, Transport-moving, White,60, United-States,0
67, Female, Private, Assoc-voc, Divorced, Other-service, White,24, United-States,0
46, Female, Private, Bachelors, Never-married, Craft-repair, White,40, United-States,0
17, Male, Private, 9th, Never-married, Other-service, White,6, United-States,0
22, Male, Private, Some-college, Never-married, Handlers-cleaners, White,30, United-States,0
27, Male, Private, 10th, Never-married, Other-service, White,40, United-States,0
23, Female, Private, HS-grad, Never-married, Other-service, White,35, United-States,0
33, Male, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White,45, Portugal,0
43, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,20, United-States,0
28, Male, State-gov, Bachelors, Never-married, Prof-specialty, White,20, United-States,0
41, Female, Private, HS-grad, Married-spouse-absent, Craft-repair, White,40, United-States,0
52, Male, ?, 12th, Never-married, ?, Black,40, United-States,0
25, Female, Private, Some-college, Married-spouse-absent, Adm-clerical, Black,20, United-States,0
63, Male, ?, 1st-4th, Married-civ-spouse, ?, White,35, United-States,0
59, Male, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White,45, United-States,0
45, Female, Local-gov, Bachelors, Divorced, Prof-specialty, White,40, United-States,0
38, Male, Private, Bachelors, Married-civ-spouse, Sales, White,60, United-States,1
40, Female, Private, HS-grad, Never-married, Other-service, White,35, United-States,0
46, Male, Federal-gov, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
35, Female, Private, Assoc-acdm, Never-married, Exec-managerial, White,60, United-States,0
34, Female, Private, HS-grad, Divorced, Prof-specialty, White,25, United-States,0
33, Male, Private, Bachelors, Never-married, Craft-repair, White,20, United-States,0
41, Female, Private, HS-grad, Divorced, Adm-clerical, White,36, United-States,0
20, Male, Private, Some-college, Never-married, Machine-op-inspct, White,40, United-States,0
23, Male, Private, 5th-6th, Never-married, Other-service, White,40, El-Salvador,0
26, Female, Private, Some-college, Never-married, Prof-specialty, White,35, United-States,0
72, Male, ?, HS-grad, Married-civ-spouse, ?, White,20, United-States,0
23, Male, Local-gov, HS-grad, Never-married, Farming-fishing, White,40, Poland,0
62, Male, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White,40, United-States,0
52, Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, United-States,0
58, Female, Private, Some-college, Divorced, Other-service, White,42, France,0
25, Female, Private, Bachelors, Never-married, Sales, White,40, United-States,0
24, Male, Private, Bachelors, Never-married, Exec-managerial, Black,40, United-States,0
19, Male, Private, Some-college, Never-married, Protective-serv, White,8, United-States,0
43, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,0
47, Female, Local-gov, HS-grad, Separated, Adm-clerical, Black,40, United-States,0
39, Female, Private, HS-grad, Divorced, Other-service, White,40, United-States,0
49, Male, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, White,42, United-States,0
53, Female, ?, 5th-6th, Widowed, ?, Black,30, United-States,0
32, Male, Private, Assoc-voc, Never-married, Craft-repair, White,45, United-States,0
34, Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White,50, United-States,1
28, Male, Private, HS-grad, Divorced, Craft-repair, White,45, United-States,0
57, Female, ?, Assoc-voc, Widowed, ?, White,38, United-States,0
